Marca;Expendeduría Euros/Cajetilla;Con Recargo Euros/Cajetilla
Forever Gold Monkey (50 g);4,2;4,85
Forever Gold Monkey Edición Limitada (50 g);4,2;4,85
Forever Gold Mow (100 g);9,5;10,9
Forever Gold Mow (200 g);15,8;18,15
Forever Gold Mow (50 g);4,2;4,85
Forever Gold Oh La Lá (200 g);15,8;18,15
Forever Gold Oh La Lá (50 g);4,2;4,85
Forever Gold Oh La Lá Edición Limitada (50 g);4,2;4,85
Forever Gold Piggy BBQ Bangkok (200 g);15,8;18,15
Forever Gold Piggy BBQ Bangkok (50 g);4,2;4,85
Forever Gold Pinkman By Love (50 g);4,2;4,85
Forever Gold Pinkman By Love 78 (200 g);15,8;18,15
Forever Gold Plum (100 g);9,5;10,9
Forever Gold Plum (200 g);15,8;18,15
Forever Gold Plum (50 g);4,2;4,85
Forever Gold Purple (100 g);9,5;10,9
Forever Gold Purple (200 g);15,8;18,15
Forever Gold Purple (50 g);4,2;4,85
Forever Gold Rakka (200 g);15,8;18,15
Forever Gold Rakka (50 g);4,2;4,85
Forever Gold Red Code (200 g);15,8;18,15
Forever Gold Red Code (50 g);4,2;4,85
Forever Gold Russet (100 g);9,5;10,9
Forever Gold Russet (200 g);15,8;18,15
Forever Gold Russet (50 g);4,2;4,85
Forever Gold Secret History (200 g);15,8;18,15
Forever Gold Secret History (50 g);4,2;4,85
Forever Gold Space (200 g);15,8;18,15
Forever Gold Space (50 g);4,2;4,85
Forever Gold Storm Jazz Music (200 g);18,65;21,45
Forever Gold Storm Jazz Music (50 g);4,9;5,65
Forever Gold Storm Jess Pirate (200 g);18,65;21,45
Forever Gold Storm Jess Pirate (50 g);4,9;5,65
Forever Gold Storm Pinkman (200 g);18,65;21,45
Forever Gold Storm Pinkman (50 g);4,9;5,65
Forever Gold Storm The Cave (200 g);18,65;21,45
Forever Gold Storm The Cave (50 g);4,9;5,65
Forever Gold Timothy (200 g);15,8;18,15
Forever Gold Timothy (50 g);4,2;4,85
Forever Gold Wake Up (200 g);15,8;18,15
Forever Gold Wake Up (50 g);4,2;4,85
Forever Gold White Night (100 g);9,5;10,9
Forever Gold White Night (200 g);15,8;18,15
Forever Gold White Night (50 g);4,2;4,85
Forever Secret History Edición Limitada (50 g);4;4,6
Frérot (1000 g);66,5;76,5
Frérot (120 g);8,2;9,45
Frérot (30 g);2,2;2,55
Frérot (500 g);35;40,25
Fribourg & Treyer 34th Mixture (50 g);13,95;16,05
Fribourg & Treyer Cut Virginia Plug (Flake) (50 g);15,9;18,3
Fribourg & Treyer Special Brown Flake (50 g);19;21,85
Fribourg & Treyer Vintage (Flake) (50 g);17;19,55
Fribourg & Treyer Waterloo 2 (50 g);13,95;16,05
Fribourg & Treyer Wingate Mixture (50 g);15;17,25
Fumari Amorosa (100 g);12;13,8
Fumari Amorosa (200 g);12;13,8
Fumari Amorosa (50 g);3,5;4
Fumari Belgian Chill (100 g);12;13,8
Fumari Bubba Chill (200 g);12;13,8
Fumari Bubba Chill (50 g);3,5;4
Fumari Carmella Kiss (200 g);12;13,8
Fumari Carmella Kiss (50 g);3,5;4
Fumari Ceylon Chi (100 g);12;13,8
Fumari Ceylon Chi (200 g);12;13,8
Fumari Ceylon Chi (50 g);3,5;4
Fumari Golden West (100 g);12;13,8
Fumari Island Playa (100 g);12;13,8
Fumari Lumin Freeze (100 g);12;13,8
Fumari Maison Bleu (100 g);12;13,8
Fumari Maison Bleu (200 g);12;13,8
Fumari Maison Bleu (50 g);3,5;4
Fumari Original WGB (200 g);12;13,8
Fumari Original WGB (50 g);3,5;4
Fumari Original White Bear (100 g);12;13,8
Fumari Prickly Oasis (100 g);12;13,8
Fumari Scarlet Gem (200 g);12;13,8
Fumari Scarlet Gem (50 g);3,5;4
Fumari Sitra Chill (200 g);12;13,8
Fumari Sitra Chill (50 g);3,5;4
Fumari Sorrentocello (100 g);12;13,8
Fumari Tango Melange (100 g);12;13,8
Fumari Via Lattea (100 g);12;13,8
Fumari Wild Beach (100 g);12;13,8
G. Hoggarth Best Brown No. 2 (50 g);7,5;8,6
G. Hoggarth Bobs Flake Chocolate (50 g);7,5;8,6
G. Hoggarth Brown Flake U/S (50 g);7,5;8,6
G. Hoggarth Ennerdale Flake (50 g);7,5;8,6
G. Hoggarth Kendal Flake (50 g);7,5;8,6
G. Hoggarth Kendal Twist B. Irish X (50 g);9,75;11,2
G. Hoggarth Scotch Flake (50 g);7,5;8,6
G.Hoggarth Lusiana Flake (50 g);7,5;8,6
G.L. Pease Abingdon 2 OZ (56,699 g);21;24,15
G.L. Pease Barbary Coast 2 OZ (56,699 g);22,5;25,9
G.L. Pease Blackpoint 2 OZ (56,699 g);21;24,15
G.L. Pease Cairo 2 OZ (56,699 g);21;24,15
G.L. Pease Haddo's Delight 2 OZ (56,699 g);21;24,15
G.L. Pease Jackknife Plug 2 OZ (56,699 g);21;24,15
G.L. Pease Maltese Falcon 2 OZ (56,699 g);22,5;25,9
G.L. Pease Odyssey 2 OZ (56,699 g);22,5;25,9
G.L. Pease Quiet Night 2 OZ (56,699 g);21;24,15
G.L. Pease Robusto 2 OZ (56,699 g);21;24,15
G.L. Pease Sextant 2 OZ (56,699 g);21;24,15
G.L. Pease Sixpence 2 OZ (56,699 g);21;24,15
G.L. Pease Telegraph Hill 2 OZ (56,699 g);21;24,15
G.L. Pease Westminster 2 OZ (56,699 g);21;24,15
Gladora Pesse Canoe Tin Blue Pearl (50 g);14,5;16,7
Gladora Pesse Canoe Tin Neon Pearl (50 g);14,5;16,7
Gladora Pesse Canoe Tin Purple Pearl (50 g);14,5;16,7
Gladora Tobacco Pesse Canoe Brown (50g);8,9;10,25
Gladora Tobacco Pesse Canoe Red (50g);8,9;10,25
Gladora Tobacco Pesse Canoe Tin Latakia Flake #20 (50g);14,6;16,8
Gladora Tobacco Pesse Canoe Tin Latakia Flake #40 (50g);14,9;17,15
Gladora Tobacco Pesse Canoe Tin Oriental Flake (50g);14,3;16,45
Gladora Tobacco Pesse Canoe Yellow (50g);8,9;10,25
Golden Blend S Amaretto (50 g);4,1;4,7
Golden Blend's Nº 1 (50 g);4,5;5,2
Half & Half (50 g);6,8;7,8
Hampton (20 g);1,5;1,7
Hampton (30 g);2,3;2,65
Hampton Max (25 g);2;2,3
Hampton Max (35 g);2,8;3,2
Hampton Max (90 g);6,5;7,5
Hampton Pipe Green (12 g);1;1,15
Hampton Pipe Negro (100 g);8;9,2
Hampton Pipe Negro (30 g);2,4;2,75
Hampton Pipe's Tobacco (150 g);11,5;13,2
Hampton Pipe's Tobacco (60 g);4,65;5,35
Hampton Pure Pipe (12 g);1;1,15
Hampton's Pipe Green (30 g);2,3;2,65
Hater Cheater (50 g);3,5;4
Hater Fan Boy (50 g);3,5;4
Hater Hype (50 g);3,95;4,55
Hater Noob (50 g);3,5;4
Hater Omg (50 g);3,95;4,55
Hater Rat Boy (50 g);3,5;4
Hater Shooter (50 g);3,5;4
Hater Wtf (50 g);3,5;4
Haze Banarama (200 g);14,95;17,2
Haze Banarama (50 g);3,95;4,55
Haze Chaitastic (200 g);14,95;17,2
Haze Chaitastic (50 g);3,95;4,55
Haze Cotton Clouds (200 g);14,95;17,2
Haze Cotton Clouds (50 g);3,95;4,55
Haze Double Bubble (200 g);14,95;17,2
Haze Double Bubble (50 g);3,95;4,55
Haze Frozz Lakes (200 g);14,95;17,2
Haze Frozz Lakes (50 g);3,95;4,55
Haze Line It Up (200 g);14,95;17,2
Haze Line It Up (50 g);3,95;4,55
Haze Nice Dreams (200 g);14,95;17,2
Haze Nice Dreams (50 g);3,95;4,55
Haze Oh Boy Explosion (200 g);14,95;17,2
Haze Oh Boy Explosion (50 g);3,95;4,55
Haze Ohh Chata (200 g);14,95;17,2
Haze Ohh Chata (50 g);3,95;4,55
Haze Pacoca (200 g);14,95;17,2
Haze Pacoca (50 g);3,95;4,55
Haze Pine Krush (200 g);14,95;17,2
Haze Pine Krush (50 g);3,95;4,55
Haze Pump King Pleasure (200 g);14,95;17,2
Haze Pump King Pleasure (50 g);3,95;4,55
Haze Purple Krush (200 g);14,95;17,2
Haze Purple Krush (50 g);3,95;4,55
Haze Qcumberita (200 g);14,95;17,2
Haze Qcumberita (50 g);3,95;4,55
Haze Sinful (200 g);14,95;17,2
Haze Sinful (50 g);3,95;4,55
Haze Squeeze Yellow (200 g);14,95;17,2
Haze Squeeze Yellow (50 g);3,95;4,55
Haze Subzero (200 g);14,95;17,2
Haze Subzero (50 g);3,95;4,55
Haze Wam (200 g);14,95;17,2
Haze Wam (50 g);3,95;4,55
Holger Danske Amber Magic (40 g);3,9;4,5
Holger Danske Black and B. (50 g);4,9;5,65
Holger Danske Golden Harmony (50 g);4,5;5,2
Holger Danske Original Tobacco (40 g);3,9;4,5
Holger Danske Ruby Melange (50 g);4,5;5,2
Holger Danske Sunny Delight (50 g);4,5;5,2
Holster Blody Punch (200 g);14,95;17,2
Holster Blody Punch (50 g);4;4,6
Holster Blue Punch (200 g);14,95;17,2
Holster Blue Punch (50 g);4;4,6
Holster Bono (200 g);14,95;17,2
Holster Bono (50 g);4;4,6
Holster GP 2.0 Classic (200 g);14,95;17,2
Holster GP 2.0 Classic (50 g);4;4,6
Holster IZ Bomb (200 g);14,95;17,2
Holster Iz Bomb (50 g);4;4,6
Holster Iz Finger (200 g);14,95;17,2
Holster Iz Finger (50 g);4;4,6
Holster IZ Kactuz (200 g);14,95;17,2
Holster Iz Kactuz (50 g);4;4,6
Holster Iz Kaktuz (975 g);67;77,05
Holster Iz Kaktuz (995 g);72;82,8
Holster Lee Punch (200 g);14,95;17,2
Holster Lee Punch (50 g);4;4,6
Holster Miss Joosy (200 g);14,95;17,2
Holster Miss Joosy (50 g);4;4,6
Holster Miss Joosy (975 g);67;77,05
Holster Miss Joosy (995 g);72;82,8
Holster MR John (200 g);14,95;17,2
Holster MR John (50 g);4;4,6
Holster Mr. C (200 g);14,95;17,2
Holster Mr. C (50 g);4;4,6
Holster Noir Charly Punch (200 g);18,9;21,75
Holster Noir Charly Punch (50 g);4,95;5,7
Holster Noir Iz Kaktuz (200 g);18,9;21,75
Holster Noir Iz Kaktuz (50 g);4,95;5,7
Holster Noir Miss Joosy (200 g);18,9;21,75
Holster Noir Miss Joosy (50 g);4,95;5,7
Holster Peery Munch (200 g);14,95;17,2
Holster Peery Punch (200 g);14,95;17,2
Holster Peery Punch (50 g);4;4,6
Holster P-Rex (200g);14,95;17,2
Holster P-Rex (50g);4;4,6
Holster Qumi Punch (200 g);14,95;17,2
Holster Qumi Punch (50 g);4;4,6
Holster Qumi Punch (975 g);67;77,05
Holster Qumi Punch (995 g);72;82,8
Holster Smurf Daddy (200 g);14,95;17,2
Holster Smurf Daddy (50 g);4;4,6
Holster Unicorn (200 g);14,95;17,2
Holster Unicorn (50 g);4;4,6
Holster Verdacho (200 g);14,95;17,2
Holster Verdacho (50 g);4;4,6
Holster Wild Punch (200 g);14,95;17,2
Holster Wild Punch (50 g);4;4,6
Holster Willy Punch (200 g);14,95;17,2
Holster Willy Punch (50 g);4;4,6
Holster Winter Edition (200 g);14,95;17,2
Holster Winter Edition (50 g);4;4,6
Holster Yellow Punch (200 g);14,95;17,2
Holster Yellow Punch (50 g);4;4,6
Hookain American Pei (50 g);4,2;4,85
Hookain Bär Lean (50 g);3,95;4,55
Hookain Big Black Barries (200 g);14,9;17,15
Hookain Big Black Barries (50 g);4,2;4,85
Hookain Blaze Baba Gamma (50 g);4,95;5,7
Hookain Blaze Batluva (50 g);4,95;5,7
Hookain Blaze Koka Koala (50 g);4,95;5,7
Hookain Blaze Lym Hype (50 g);4,95;5,7
Hookain Blaze Nana (50 g);4,95;5,7
Hookain Blaze White Heaven (50 g);4,95;5,7
Hookain Blowtus (200 g);14,9;17,15
Hookain Blowtus (50 g);4,2;4,85
Hookain Bubblenciaga (200 g);14,9;17,15
Hookain Bubblenciaga (50 g);4,2;4,85
Hookain Cactopus (50 g);4,2;4,85
Hookain Cheri Zkittlez (50 g);4,2;4,85
Hookain Code in Love (50 g);4,2;4,85
Hookain Cotton Cndy Craem (200 g);13,8;15,85
Hookain Cotton Cndy Craem (50 g);3,95;4,55
Hookain Eyez Kalt (50 g);4,2;4,85
Hookain Fellatio (200 g);13,8;15,85
Hookain Fellatio (50 g);4,2;4,85
Hookain Fyl Big Toy (200 g);14,9;17,15
Hookain Fyl Big Toy (50 g);4,2;4,85
Hookain Fyl Cactuz CNDY (200 g);14,9;17,15
Hookain Fyl Cactuz Cndy (50 g);4,2;4,85
Hookain Fyl Clitrus (200 g);14,9;17,15
Hookain Fyl Clitrus (50 g);4,2;4,85
Hookain Fyl Über (200 g);14,9;17,15
Hookain Fyl Über (50 g);4,2;4,85
Hookain Green Crack (50 g);4,2;4,85
Hookain Green Lean (200 g);14,9;17,15
Hookain Green Lean (50 g);4,2;4,85
Hookain Hijo de Prut (50 g);4,2;4,85
Hookain Jizzy Pia (50 g);4,2;4,85
Hookain Kaffa Yayo (200 g);14,9;17,15
Hookain Kaffa Yayo (50 g);4,2;4,85
Hookain Kivy King (50 g);4,2;4,85
Hookain Kw King (200 g);14,9;17,15
Hookain Laoz (200 g);14,9;17,15
Hookain Laoz (50 g);4,2;4,85
Hookain Lemenciaga (200 g);14,9;17,15
Hookain Lemenciaga (50 g);4,2;4,85
Hookain Millionair (50 g);4,2;4,85
Hookain Mng Loco (50 g);3,95;4,55
Hookain Original Vanta Zotic (50 g);4,2;4,85
Hookain Orog!na (50 g);3,95;4,55
Hookain Pa Ya Mongo (50 g);3,95;4,55
Hookain Pic Zkittlez (50 g);3,95;4,55
Hookain Pink Lemenciaga (200 g);13,8;15,85
Hookain Pink Lemenciaga (50 g);4,2;4,85
Hookain Punani (50 g);4,2;4,85
Hookain Sm!nt (50 g);4,2;4,85
Hookain Soleiro Spliff (50 g);4,2;4,85
Hookain Spiced Lean (50 g);3,95;4,55
Hookain Swii Ti (50 g);4,2;4,85
Hookain Vantanaz (200 g);13,8;15,85
Hookain Vantanaz (50 g);3,95;4,55
Hookain Virgin Batluva (50 g);4,2;4,85
Hookain White Brown (200 g);14,9;17,15
Hookain White Brown (50 g);4,2;4,85
Hookain White Caek (200 g);13,8;15,85
Hookain White Caek (50 g);3,95;4,55
Hookain White Caek (950 g);59,9;68,9
Hookain White Caek Alman (200 g);13,8;15,85
Hookain White Caek Alman (50 g);3,95;4,55
Hookain X-Treme Blue Bay (50 g);4,2;4,85
Hookain Zenter Schox (50 g);4,2;4,85
Ibiza Essence (80 g);6,5;7,5
Indian Summer (50 g);6,7;7,7
Jockey Original Red (200 g);12,4;14,25
John Brooks (40 g);2,8;3,2
John Brooks (70 g);5;5,75
John Brooks (80 g);5,6;6,45
Kalam Babilonia (30 g);1,99;2,3
Kalam Biblos (30 g);1,99;2,3
Kalam Damasco (30 g);1,99;2,3
Kalam El Cairo (30 g);1,99;2,3
Kalam Istanbul (30 g);1,99;2,3
Kalam Love69 (30 g);1,99;2,3
Kalam Luxor (30 g);1,99;2,3
Kalam Marrakech (30 g);1,99;2,3
Kalam Nador (30 g);1,99;2,3
Kalam Tanger (30 g);1,99;2,3
Kalout Big Bear (50 g);2,95;3,4
Kalout Blue Kiss (50 g);2,95;3,4
Kalout FML (50 g);2,95;3,4
Kalout Freedom (50 g);2,95;3,4
Kalout Go Black (50 g);2,95;3,4
Kalout Green X (50 g);2,95;3,4
Kalout Ice Age (50 g);2,95;3,4
Kalout Pearchill (50 g);2,95;3,4
Kendal Gold By Gawith, Hoggarth & Co (50 g);14,95;17,2
Kendal Mixed By Gawith, Hoggarth & Co (50 g);14,95;17,2
Kentucky Bird (50 g);5,9;6,8
Keops Original Blend (100 g);6,5;7,5
Keops Pipe Tobacco (65 g);4,55;5,25
Keops Pipe Tobacco American Blend (100 g);7,8;8,95
Keops Pipe Tobacco American Blend (50 g);3,5;4
Keops Pipe Tobacco Negro (100 g);7,8;8,95
Keops Pipe Tobacco Negro (50 g);3,5;4
Khaleej 66 Love (40 g);2,4;2,75
Khaleej BBL Viridis (40 g);2,4;2,75
Khaleej BBL Wud (40 g);2,4;2,75
Khaleej BLK Vitis (40 g);2,4;2,75
Khaleej Eskimo Viridis (40 g);2,4;2,75
Khaleej Luz de Luna (40 g);2,4;2,75
Khaleej Pearl (40 g);2,4;2,75
Kingston Red (10 g);0,9;1,05
Kingston Red (100 g);6,7;7,7
Kingston Red Pipa (55 g);3,95;4,55
Kiowa (80 g);3,2;3,7
Kiowa Natural (30 g);1,1;1,25
Kiowa Natural (80 g);3,9;4,5
Kiowa Pipe's Tobacco Classic Mixture (80 g);6,7;7,7
Kismet 01-Black Violet (200 g);18,6;21,4
Kismet 01-Black Violet (50 g);4,85;5,6
Kismet 02-Black & Soft Red (200 g);18,6;21,4
Kismet 02-Black & Soft Red (50 g);4,85;5,6
Kismet 11-Funny Black (200 g);18,6;21,4
Kismet 11-Funny Black (50 g);4,85;5,6
Kismet 12-Black Beach (200 g);18,6;21,4
Kismet 12-Black Beach (50 g);4,85;5,6
Kismet 15-Black Angel (200 g);18,6;21,4
Kismet 15-Black Angel (50 g);4,85;5,6
Kismet 17-Good Friend (200 g);18,6;21,4
Kismet 17-Good Friend (50 g);4,85;5,6
Kismet 21-Black Rose (200 g);18,6;21,4
Kismet 21-Black Rose (50 g);4,85;5,6
Kismet 22-Black Wood (200 g);18,6;21,4
Kismet 22-Black Wood (50 g);4,85;5,6
Kismet 26-Black Maïa (200 g);18,6;21,4
Kismet 26-Black Maïa (50 g);4,85;5,6
Kismet 27-Black & Greenlight (200 g);18,6;21,4
Kismet 27-Black & Greenlight (50 g);4,85;5,6
Kismet 33-Black Bella (200 g);18,6;21,4
Kismet 33-Black Bella (50 g);4,85;5,6
Kismet 42-Black Maroon (200 g);18,6;21,4
Kismet 42-Black Maroon (50 g);4,85;5,6
Kismet 44-Black Kimi (200 g);18,6;21,4
Kismet 44-Black Kimi (50 g);4,85;5,6
Kooliche (200 g);11;12,65
La Oveja Negra (25 g);1,9;2,2
La Oveja Negra (40 g);3;3,45
La Oveja Negra (70 g);5,1;5,85
La Oveja Negra Brown (100 g);6,9;7,95
La Oveja Negra Brown (20 g);1,55;1,8
La Pinta pipa lata (70 g);4,95;5,7
La Tribu 150 Gr. XXL (150 g);9,5;10,9
La Tribu Exclusive Mixture (100 g);6,5;7,5
La Tribu Exclusive Mixture (20 g);1,4;1,6
La Tribu Exclusive Mixture (50 g);3,3;3,8
Layalina 1001 Nights (50 g);3;3,45
Layalina Blackberry(50 g);3;3,45
Layalina Blueberry Melon (50 g);3;3,45
Layalina Breeze (50 g);3;3,45
Layalina Cherry Cola (50 g);3;3,45
Layalina Double Apple (50 g);3;3,45
Layalina Enab (50 g);3;3,45
Layalina Flamenco (50 g);3;3,45
Layalina Florida (50 g);3;3,45
Layalina Gum (50 g);3;3,45
Layalina Gum Cinnamon (50 g);3;3,45
Layalina Kiwi Strawberry (50 g);3;3,45
Layalina Lemon Mint (50 g);3;3,45
Layalina Mania (50 g);3;3,45
Layalina Ocean Heaven (50 g);3;3,45
Layalina Passion Melon (50 g);3;3,45
Layalina Peach (50 g);3;3,45
Layalina Raspberry Lemon (50 g);3;3,45
Layalina Strawberry (50 g);3;3,45
Layalina Watermelon (50 g);3;3,45
Le Baron (100 g);6,9;7,95
Le Baron (150 g);8,95;10,3
Le Baron (30 g);2,5;2,9
Le Baron Menthol (30 g);2,5;2,9
Le Baron Vanilla (30 g);2,5;2,9
Lince Tabaco de Pipa (50 g);4;4,6
Lince Tabaco de pipa bolsa (50 g);4;4,6
Lince Tabaco de pipa bolsa (80 g);6,4;7,35
Look Out Red (20 g);1,4;1,6
Look Out Yellow (20 g);1,4;1,6
Mac Baren 7 Seas Essential Virginia Blend (40 g);2,9;3,35
Mac Baren 7 Seas Gold Blend (40 g);3,5;4
Mac Baren 7 Seas Original Blend (20 g);1,6;1,85
Mac Baren 7 Seas Original Blend (40 g);3;3,45
Mac Baren 7 Seas Regular Blend (40 g);3,5;4
Mac Baren 7 Seas Royal Blend (40 g);3,5;4
Mac Baren Absolute Choice (40 g);6,5;7,5
Mac Baren Classic Loose Cut (100 g);14,5;16,7
Mac Baren Classic Loose Cut (50 g);6,5;7,5
Mac Baren Cube Premium Pipe Tobacco Gold (40 g);5,2;6
Mac Baren Cube Premium Pipe Tobacco Silver (40 g);5,2;6
Mac Baren Golden Ambrosia (50 g);6,5;7,5
Mac Baren HH Vintage Latakia (100 g);14,5;16,7
Mac Baren Mixture (100 g);14,5;16,7
Mac Baren Mixture (50 g);6,5;7,5
Mac Baren Mixture Edición Limitada (50 g);6,5;7,5
Mac Baren Mixture Flake (50 g);6;6,9
Mac Baren Mixture Moderm (50 g);5,5;6,3
Mac Baren Original Choice (100 g);14,5;16,7
Mac Baren Original Choice (40 g);6,5;7,5
Mac Baren Red Ambrosia (50 g);6,5;7,5
Mac Baren Seven Seas Blue Blend (40 g);2,8;3,2
Mac Baren Seven Seas Blue Blend (70 g);5;5,75
Mac Baren Seven Seas Bright Blend (40 g);3;3,45
Mac Baren Seven Seas Bright Blend (70 g);5;5,75
Mac Baren Seven Seas Original Blend (70 g);5;5,75
Mac Baren Supreme Choice (40 g);6,5;7,5
Mac Baren Virginia Flake (50 g);9,5;10,9
Mac Lintock Black C. (100 g);11;12,65
Mac Lintock Black C. (50 g);5,5;6,3
Mac Lintock Wild C. (100 g);11;12,65
Mac Lintock Wild C. (50 g);5,5;6,3
Macbaren 7 Seas Essential Virginia Blend (70 g);5;5,75
Mala Vida Amber (15 g);1,1;1,25
Mala Vida Amber (150 g);9,9;11,4
Mala Vida Brown (100 g);7;8,05
Mala Vida Brown (20 g);1,6;1,85
Mala Vida Green (20 g);1,7;1,95
Mala Vida Red (30 g);2,2;2,55
Mala Vida Red (60 g);4,3;4,95
Mala Vida Shisha blubrry mnt (50 g);2,95;3,4
Mala Vida Shisha chrry mnt (50 g);2,95;3,4
Mala Vida Shisha ornge mnt (50 g);2,95;3,4
Mala Vida Shisha pna clada (50 g);2,95;3,4
Mala Vida Shisha swet mlon (50 g);2,95;3,4
Mala Vida Shisha vanlla cinamn (50 g);2,95;3,4
Mala Vida Shisha wtermlon mnt (50 g);2,95;3,4
Mammut Blu Smoke (50 g);3;3,45
Mammut Green Smoke (50 g);3;3,45
Mammut Ocher Smoke (50 g);3;3,45
Mammut Pink Smoke (50 g);3;3,45
Mammut Red Smoke (50 g);3;3,45
Mammut Yelow Smoke (50 g);3;3,45
Marif Chm (50 g);2,95;3,4
Marif Cm (50 g);2,95;3,4
Marif Daem (50 g);2,95;3,4
Marif Double A (50 g);2,95;3,4
Marif G (50 g);2,95;3,4
Marif Gb (50 g);2,95;3,4
Marif Mg (50 g);2,95;3,4
Marif Mixed F (50 g);2,95;3,4
Marif Om (50 g);2,95;3,4
Marif Wm (50 g);2,95;3,4
Marif Wmc (50 g);2,95;3,4
Mark Adams Nº 1 American Blend (100 g);4;4,6
Mark Adams nº 1 Gold (90 g);4;4,6
Mark Adams Nº 1 Halfzware (100 g);4;4,6
Master Cut Pipa (80 g);6,25;7,2
Master Cut Pipa Bolsa (64 g);4,9;5,65
Mazaya French Tobacco Molasses Bahraini App (200 g);10;11,5
Mazaya French Tobacco Molasses Blu Aloha (50 g);2,5;2,9
Mazaya French Tobacco Molasses Blu Sun (50 g);2,5;2,9
Mazaya French Tobacco Molasses Blueberry & Mint (50 g);2,5;2,9
Mazaya French Tobacco Molasses Blueberry & Orange (50 g);2,5;2,9
Mazaya French Tobacco Molasses Blueberry Exotica (50 g);2,5;2,9
Mazaya French Tobacco Molasses Cherry (50 g);2,5;2,9
Mazaya French Tobacco Molasses Electric Dream (50 g);2,5;2,9
Mazaya French Tobacco Molasses Exotic Blu (200 g);10;11,5
Mazaya French Tobacco Molasses Exotic Bunch (50 g);2,5;2,9
Mazaya French Tobacco Molasses Fuzzy Bang (50 g);2,5;2,9
Mazaya French Tobacco Molasses Fuzzy BreeZ (50 g);2,5;2,9
Mazaya French Tobacco Molasses Fuzzy Swirl (50 g);2,5;2,9
Mazaya French Tobacco Molasses Grape & Berry (50 g);2,5;2,9
Mazaya French Tobacco Molasses Lemon & Mint (50 g);2,5;2,9
Mazaya French Tobacco Molasses LOLzy (50 g);2,5;2,9
Mazaya French Tobacco Molasses Melon (250 g);12;13,8
Mazaya French Tobacco Molasses Melon (50 g);2,5;2,9
Mazaya French Tobacco Molasses Mint (1000 g);46;52,9
Mazaya French Tobacco Molasses Mint (50 g);2,5;2,9
Mazaya French Tobacco Molasses Mixed Berry (50 g);2,5;2,9
Mazaya French Tobacco Molasses Mojito (50 g);2,5;2,9
Mazaya French Tobacco Molasses Mystic Slice (50 g);2,5;2,9
Mazaya French Tobacco Molasses Orange (50 g);2,5;2,9
Mazaya French Tobacco Molasses Pineapple & Mint  (50 g);2,5;2,9
Mazaya French Tobacco Molasses Pure BreeZ (200 g);10;11,5
Mazaya French Tobacco Molasses Rainblow (50 g);2,5;2,9
Mazaya French Tobacco Molasses Ruby Rush (50 g);2,5;2,9
Mazaya French Tobacco Molasses Tropicano (50 g);2,5;2,9
Mazaya French Tobacco Molasses Two Apple (50 g);2,5;2,9
Mazaya French Tobacco Molasses Watermelon (50 g);2,5;2,9
Mcconnell Black Parrot Special Cut (100 g);28;32,2
Mcconnell Boutique Blend (50 g);16,2;18,65
Mcconnell Covent Garden (50 g);16,2;18,65
Mcconnell Glen Piper (100 g);28;32,2
Mcconnell Highgate (50 g);19,8;22,75
Mcconnell Latakia Flake (50 g);18;20,7
Mcconnell Marylebone (50 g);16,2;18,65
Mcconnell Oriental (100 g);26;29,9
Mcconnell Pure 100% Cuba (50 g);16,2;18,65
Mcconnell Pure Latakia (50 g);18;20,7
Mcconnell Pure Perique (50 g);18;20,7
Mcconnell Pure Virginia (50 g);16,2;18,65
Mcconnell Red Virginia (100 g);28;32,2
Mcconnell Scottish Ck (100 g);28;32,2
Missisipi (70 g);5;5,75
Missisipi Brown (100 g);6,4;7,35
Missisipi Brown Bolsa (100 g);6,7;7,7
Missisipi Original (20 g);1,5;1,7
Missisipi Original (35 g);2,6;3
Missisipi Virginia (35 g);2,6;3
Missisipi Virginia (70 g);5;5,75
Moe's Blue Beast (50 g);3,85;4,45
Moe's Pink King (50 g);3,85;4,45
Moon Habana 150 Gr. Big (150 g);9,95;11,45
Moon Habana Especial Mixture (20 g);1,55;1,8
Moon Habana Exclusive Mixture (20 g);1,55;1,8
Moon Habana Luxury (60 g);5;5,75
Moon Habana New Mixture (70 g);5,15;5,9
Moon Habana Tabaco de pipa (100 g);7,2;8,3
Moon Habana Tabaco Pipa (70 g);5,15;5,9
Mr. Shisha 1000K (200 g);13,95;16,05
Mr. Shisha 1000K (50 g);3,95;4,55
Mr. Shisha Adan (100 g);7,5;8,6
Mr. Shisha Adan (50 g);3,95;4,55
Mr. Shisha Babilonia (200 g);13,95;16,05
Mr. Shisha Babilonia (50 g);3,95;4,55
Mr. Shisha Boss Mode (100 g);7,5;8,6
Mr. Shisha Boss Mode (50 g);3,95;4,55
Mr. Shisha Camdown (50 g);3,95;4,55
Mr. Shisha Coolio (200 g);13,95;16,05
Mr. Shisha Coolio (50 g);3,95;4,55
Mr. Shisha Ginja Laim (200 g);13,95;16,05
Mr. Shisha Ginja Laim (50 g);3,95;4,55
Mr. Shisha Got Dozen (100 g);7,5;8,6
Mr. Shisha Got Dozen (50 g);3,95;4,55
Mr. Shisha Guayna (200 g);13,95;16,05
Mr. Shisha Guayna (50 g);3,95;4,55
Mr. Shisha Habana (50 g);3,95;4,55
Mr. Shisha Habibi (200 g);13,95;16,05
Mr. Shisha Habibi (50 g);3,95;4,55
Mr. Shisha Harlem Frap (200 g);13,95;16,05
